str_no_string|NO STRING!
str_bugle_signal_4|瞄 准 敌 军 
str_bugle_signal_5|开 火 
str_bagpipes_britain_1|所 有 的 蓝 帽 都 已 越 过 边 境 
str_bagpipes_britain_2|美 丽 的 邓 迪 
str_bagpipes_extra_1|黑 熊 
str_bagpipes_extra_2|奇 异 恩 典 
str_bagpipes_extra_3|巴 尔 莫 勒 尔 
str_bagpipes_extra_4|美 丽 的 邓 迪 
str_bagpipes_extra_5|北 方 雄 鸡 
str_bagpipes_extra_6|高 地 大 教 堂 
str_bagpipes_extra_7|我 的 家 
str_bagpipes_extra_8|苏 格 兰 勇 士 
str_bagpipes_extra_9|斯 凯 岛 船 歌 
str_piano_tune_1|贝 多 芬 -致 爱 丽 丝 
str_piano_tune_2|贝 多 芬 -埃 克 塞 斯 舞 曲 
str_piano_tune_3|埃 里 克 · 萨 蒂 -裸 者 之 舞 3 
str_piano_tune_4|贝 多 芬 -兰 德 勒 
str_piano_tune_5|升 华 主 题 
str_piano_tune_6|巴 赫 -前 奏 曲 
str_piano_tune_7|瓦 格 纳 -婚 礼 进 行 曲 
str_piano_tune_8|舒 伯 特 -圣 母 颂 
str_organ_tune_1|巴 赫 -托 卡 塔 与 赋 格 
str_organ_tune_2|巴 赫 -托 卡 塔 与 赋 格 2 
str_organ_tune_3|巴 赫 -前 奏 曲 与 赋 格 
str_organ_tune_4|布 克 斯 特 胡 德 -前 奏 曲 
str_organ_tune_5|微 型 赋 格 
str_organ_tune_6|瓦 格 纳 -婚 礼 进 行 曲 
str_organ_tune_7|巴 赫 -半 音 阶 赋 格 
str_organ_tune_8|巴 赫 -半 音 阶 幻 想 曲 
str_flag_reg3|旗 帜 {reg3}
str_mp_arabian_harbour_flag_1|小 酒 馆 
str_mp_arabian_harbour_flag_2|后 院 
str_mp_arabian_harbour_flag_3|港 口 
str_mp_arabian_harbour_flag_4|灯 塔 
str_mp_arabian_harbour_flag_5|市 井 
str_mp_arabian_village_flag_1|葡 萄 酒 庄 
str_mp_arabian_village_flag_2|农 庄 
str_mp_arabian_village_flag_3|设 防 城 镇 
str_mp_ardennes_flag_1|费 努 瓦 农 场 
str_mp_ardennes_flag_2|迪 米 耶 谷 仓 农 场 
str_mp_ardennes_flag_3|了 望 塔 
str_mp_ardennes_flag_4|渔 夫 的 小 屋 
str_mp_ardennes_flag_5|松 香 农 场 
str_mp_ardennes_flag_6|死 亡 森 林 
str_mp_ardennes_flag_7|岩 石 堆 
str_mp_avignon_flag_1|营 地 
str_mp_avignon_flag_2|城 镇 
str_mp_avignon_flag_3|磨 坊 
str_mp_avignon_flag_4|村 庄 
str_mp_borodino_flag_1|城 镇 
str_mp_borodino_flag_2|村 庄 
str_mp_borodino_flag_3|阵 地 
str_mp_borodino_flag_4|磨 坊 
str_mp_borodino_flag_5|舍 瓦 尔 季 诺 
str_mp_borodino_flag_6|大 型 阵 地 
str_mp_borodino_flag_7|小 型 阵 地 
str_mp_columbia_hill_farm_flag_1|森 林 
str_mp_columbia_hill_farm_flag_2|谷 仓 
str_mp_columbia_hill_farm_flag_3|农 家 
str_mp_columbia_hill_farm_flag_4|葡 萄 园 
str_mp_european_city_flag_1|教 堂 
str_mp_european_city_flag_2|广 场 
str_mp_european_city_flag_3|文 斯 的 拐 角 
str_mp_european_city_flag_4|街 道 
str_mp_french_farm_flag_1|森 林 
str_mp_french_farm_flag_2|阵 地 
str_mp_french_farm_flag_3|农 场 
str_mp_hungarian_plains_flag_1|织 布 坊 
str_mp_hungarian_plains_flag_2|城 镇 
str_mp_hungarian_plains_flag_3|风 车 
str_mp_hungarian_plains_flag_4|废 弃 的 房 屋 
str_mp_hungarian_plains_flag_5|小 屋 
str_mp_hungarian_plains_flag_6|庄 园 
str_mp_landshut_flag_1|兰 茨 胡 特 
str_mp_landshut_flag_2|到 阿 本 斯 贝 格 的 路 
str_mp_landshut_flag_3|兰 茨 胡 特 近 郊 
str_mp_landshut_flag_4|桥 
str_mp_landshut_flag_5|炮 楼 
str_mp_landshut_flag_6|农 场 
str_mp_landshut_flag_7|十 字 路 口 
str_mp_russian_village_flag_1|樵 夫 村 
str_mp_russian_village_flag_2|猎 人 村 
str_mp_russian_village_flag_3|俄 罗 斯 村 
str_mp_minden_flag_1|营 地 
str_mp_minden_flag_2|明 登 
str_mp_minden_flag_3|海 伦 
str_mp_minden_flag_4|奈 茨 班 德 农 场 
str_mp_minden_flag_5|施 特 默 
str_mp_minden_flag_6|托 滕 豪 森 旅 馆 
str_mp_minden_flag_7|马 尔 勃 艮 小 教 堂 
str_mp_minden_flag_8|纽 兰 
str_mp_minden_flag_9|芬 特 雷 尔 
str_mp_oaksfield_flag_1|指 挥 部 1 
str_mp_oaksfield_flag_2|指 挥 部 2 
str_mp_oaksfield_flag_3|小 麦 农 场 
str_mp_oaksfield_flag_4|市 场 
str_mp_oaksfield_flag_5|橡 木 小 镇 
str_mp_quatre_bras_flag_1|皮 拉 蒙 
str_mp_quatre_bras_flag_2|四 臂 村 
str_mp_quatre_bras_flag_3|博 苏 森 林 
str_mp_quatre_bras_flag_4|小 皮 拉 蒙 
str_mp_quatre_bras_flag_5|吉 蒙 特 
str_mp_river_crossing_flag_1|阵 地 1 
str_mp_river_crossing_flag_2|阵 地 2 
str_mp_river_crossing_flag_3|马 提 尼 斯 镇 
str_mp_roxburgh_flag_1|渔 市 
str_mp_roxburgh_flag_2|河 畔 村 
str_mp_roxburgh_flag_3|湖 滨 别 墅 
str_mp_roxburgh_flag_4|梅 克 斯 村 
str_mp_roxburgh_flag_5|米 德 尔 顿 镇 
str_mp_roxburgh_flag_6|神 龛 
str_mp_roxburgh_flag_7|樵 夫 小 屋 
str_mp_schemmerbach_flag_1|施 默 巴 赫 农 场 
str_mp_schemmerbach_flag_2|施 默 巴 赫 桥 
str_mp_schemmerbach_flag_3|渡 口 
str_mp_schemmerbach_flag_4|大 麻 地 
str_mp_slovenian_village_flag_1|到 斯 洛 文 尼 亚 村 的 路 
str_mp_slovenian_village_flag_2|港 口 
str_mp_slovenian_village_flag_3|斯 洛 文 尼 亚 村 
str_mp_slovenian_village_flag_4|森 林 
str_mp_slovenian_village_flag_5|河 
str_mp_champs_elysees_flag_1|西 大 道 
str_mp_champs_elysees_flag_2|东 大 道 
str_mp_champs_elysees_flag_3|西 南 区 
str_mp_champs_elysees_flag_4|东 南 区 
str_mp_champs_elysees_flag_5|东 北 区 
str_mp_champs_elysees_flag_6|北 西 区 
str_mp_champs_elysees_flag_7|凯 旋 门 
str_mp_fort_vincey_flag_1|惠 廷 顿 堡 
str_mp_fort_vincey_flag_2|小 堡 垒 
str_mp_fort_vincey_flag_3|高 级 堡 垒 
str_mp_fort_vincey_flag_4|战 壕 
str_mp_fort_vincey_flag_5|大 堡 垒 
str_mp_swamp_flag_1|营 地 
str_mp_swamp_flag_2|锡 格 堡 
str_mp_swamp_flag_3|桥 
str_mp_swamp_flag_4|沼 泽 岛 
str_mp_swamp_flag_5|主 路 
str_mp_swamp_flag_6|墓 地 
str_mp_swamp_flag_7|渔 夫 住 房 
str_mp_walloon_farm_flag_1|东 营 地 
str_mp_walloon_farm_flag_2|西 营 地 
str_mp_walloon_farm_flag_3|东 坡 地 
str_mp_walloon_farm_flag_4|农 场 
str_mp_walloon_farm_flag_5|西 坡 地 
str_mp_walloon_farm_flag_6|阵 地 
str_scene_making_welcome_message|欢 迎 来 到 场 景 编 辑 模 式 ^你 可 以 在 这 里 创 建 新 场 景 或 编 辑 已 有 场 景 ^^Prop 设 定 ： ^^# 天 气 props ： ^spr mm 天 气 时 间 # var1 = 时 刻 0-23 ； Default = 15 （ hours ） ^spr mm 天 气 下 雨 # var1 = 下 雨 类 型 ； 1 = 雨 2 = 雪 ， var2 = 下 雨 数 量 0-25^spr mm 天 气 云 层 # var1 = 云 层 数 量 0-100 ； 默 认 = 30^spr mm 天 气 雾 # var1 = 雾 在 x 10 米 外 会 完 全 遮 挡 视 线 。 1-127^spr mm 天 气 闪 电 # var1 = 闪 电 类 型 ： 0 = 无 1 = 只 有 闪 电 2 = 闪 电 和 打 雷 ， ^ # var2 = 闪 电 频 率 0-100 ； 值 越 高 闪 电 越 频 繁 。 ^^# 门 props ： ^所 有 可 打 开 的 门 # var1 = 阵 营 所 有 权 ； 1 = Team1 可 以 打 开 ， 2 = Team2 可 以 打 开 ； 其 余 都 可 以 打 开 。 ^^# 大 炮 设 定 props ： ^spr mm 在 大 炮 处 重 生 # 如 果 加 入 则 地 图 中 所 有 炮 兵 中 士 都 会 在 大 炮 处 重 生 。 ^
str_tutorial_info_1|见 鬼 ！ 这 是 该 死 的 咖 啡 ！ 我 要 的 是 茶 ， 茶 ， 茶 ！ ！ ！ 在 那 边 的 人 ！ 欢 迎 来 到 骑 马 与 砍 杀 ： 拿 破 仑 战 争 教 程 ， 我 的 好 小 子 ！ ^ 现 在 ， 为 了 开 始 你 的 训 练 ， 请 按 “ WASD” 键 进 行 移 动 并 走 到 箭 头 标 志 的 位 置 。 你 可 以 使 用 鼠 标 四 处 看 看 ， 这 样 可 以 更 好 地 找 到 法 国 人 躲 在 哪 ！ 哇 咔 咔 咔 ！ 
str_tutorial_info_2|看 见 在 你 面 前 这 件 英 国 工 业 的 威 武 作 品 了 吗 ？ 把 鼠 标 对 准 火 枪 并 按 “ F” 把 它 捡 起 来 ！ 
str_tutorial_info_3|做 得 好 ！ 你 现 在 已 经 武 装 起 来 了 ， 先 生 ！ 现 在 让 我 们 来 对 你 前 面 的 目 标 造 成 一 些 伤 害 吧 。 ^按 住 鼠 标 左 键 不 放 来 瞄 准 目 标 ， 移 动 鼠 标 来 改 变 你 瞄 准 的 方 向 。 注 意 了 ， 你 的 火 枪 并 不 是 百 发 百 中 的 ， 甚 至 可 以 说 ， 它 会 偏 离 得 可 怕 。 哇 咔 咔 咔 ！ ^当 你 对 自 己 的 瞄 准 有 足 够 信 心 时 ， 放 开 鼠 标 左 键 来 发 射 ！ 
str_tutorial_info_4|运 气 不 好 ！ 好 像 你 没 打 中 目 标 嘛 。 是 时 候 给 你 的 武 器 装 弹 并 再 次 尝 试 。 ^ 单 击 鼠 标 左 键 来 进 行 装 弹 并 等 待 完 成 — — 那 需 要 几 秒 钟 ， 请 保 持 耐 性 。 但 记 住 ， 你 不 能 在 装 弹 时 移 动 。 ^装 弹 结 束 后 ， 再 对 你 的 目 标 来 一 发 吧 。 别 担 心 你 又 打 不 中 ， 你 总 是 可 以 装 弹 并 再 次 尝 试 的 。 
str_tutorial_info_5|干 得 漂 亮 ！ 现 在 ， 如 果 乐 意 你 可 以 继 续 练 习 ； ^ 当 你 觉 得 自 己 已 经 掌 握 射 击 的 技 巧 时 ， 你 就 可 以 移 动 到 在 左 边 箭 头 所 指 的 下 一 区 域 。 
str_tutorial_info_6|漂 亮 ！ 如 果 你 乐 意 ， 先 生 ， 你 可 以 装 弹 并 再 次 射 击 。 ^ 单 击 鼠 标 左 键 来 进 行 装 弹 并 等 待 完 成 — — 那 需 要 几 秒 钟 ， 请 保 持 耐 性 。 但 记 住 ， 你 不 能 在 装 弹 时 移 动 。 ^当 你 觉 得 自 己 已 经 掌 握 射 击 的 技 巧 时 ， 你 就 可 以 移 动 到 在 左 边 箭 头 所 指 的 下 一 区 域 。 
str_tutorial_info_7|在 战 场 上 ， 有 时 候 必 须 单 枪 匹 马 地 跟 法 国 佬 进 行 肉 搏 战 ， 这 就 是 你 的 火 枪 上 会 配 有 刺 刀 的 缘 故 。 但 是 你 的 火 枪 还 处 于 “ 远 程 模 式 ” ； 你 需 要 切 换 到 “ 近 战 模 式 ” 。 切 换 两 种 模 式 直 接 的 默 认 按 键 是 “ X” 。 现 在 请 按 下 去 吧 。 ^
str_tutorial_info_8|做 得 好 。 你 现 在 已 处 于 近 战 模 式 并 准 备 用 手 上 的 刺 刀 向 那 些 假 人 发 起 冲 锋 。 但 是 在 你 这 么 干 之 前 ， 你 还 需 要 知 道 另 一 件 很 重 要 的 事 情 ！ 你 不 用 老 实 那 么 站 着 ， 你 可 以 按 “ Z” 来 进 行 下 蹲 动 作 。 ^
str_tutorial_info_9|很 棒 ！ 你 现 在 已 经 蹲 下 了 。 由 于 你 仍 处 于 近 战 模 式 ， 你 可 以 看 见 刺 刀 被 支 起 来 了 ， 这 可 以 有 效 地 对 付 敌 人 骑 兵 的 冲 击 。 按 “ Z” 或 只 是 按 移 动 键 就 可 以 让 你 的 角 色 恢 复 站 立 姿 态 ， 现 在 站 起 来 继 续 吧 。 
str_tutorial_info_10|接 下 来 的 项 目 是 攻 击 与 防 御 。 按 住 鼠 标 左 键 不 放 ， 并 移 动 鼠 标 可 以 改 变 你 的 攻 击 方 向 。 你 的 刺 刀 只 有 两 个 方 向 ： 上 或 下 。 其 他 武 器 可 能 会 有 不 同 的 攻 击 方 向 。 比 如 剑 ， 会 有 四 个 攻 击 方 向 ： 上 下 左 右 。 放 开 鼠 标 左 键 来 进 行 攻 击 。 防 御 也 差 不 多 一 个 意 思 ， 按 住 鼠 标 右 键 ， 并 移 动 鼠 标 可 以 改 变 格 挡 方 向 。 所 有 武 器 都 可 以 进 行 格 挡 ， 而 且 都 有 四 个 方 向 。 请 确 保 你 于 正 确 的 方 向 挡 住 对 手 的 攻 击 ， 否 则 你 会 很 快 被 干 掉 。 现 在 练 习 一 下 ， 用 你 的 刺 刀 把 这 里 的 所 有 假 人 都 摧 毁 掉 吧 。 
str_tutorial_info_11|干 得 好 ！ 
str_tutorial_info_12|现 在 你 已 经 完 全 掌 握 了 步 兵 战 斗 的 基 础 要 领 ， 接 下 来 是 骑 兵 训 练 。 你 得 到 了 一 些 相 当 上 乘 的 装 备 和 一 匹 出 色 的 马 。 走 近 并 对 准 马 匹 ， 按 “ F” 上 马 。 
str_tutorial_info_13|那 么 你 已 经 骑 上 去 了 ？ 不 错 。 在 骑 乘 时 持 续 按 住 WASD来 移 动 ， 但 与 基 本 的 移 动 方 式 略 有 不 同 ： “ W” 是 加 速 ， “ S” 是 减 速 ， “ A” 和 “ D” 是 让 你 的 马 匹 转 向 。 你 可 以 通 过 移 动 鼠 标 来 四 处 观 察 ， 但 这 样 做 并 不 会 让 马 匹 转 向 。 现 在 就 移 动 到 箭 头 所 指 的 位 置 吧 。 
str_tutorial_info_14|不 可 思 议 ！ 现 在 让 你 的 马 停 下 来 ， 该 是 时 候 试 试 马 上 射 击 了 。 看 见 了 远 处 的 标 靶 了 吗 ？ 在 马 背 上 射 击 与 在 地 上 射 击 没 什 么 不 同 ， 因 此 利 用 你 已 经 学 会 的 技 巧 来 击 中 其 中 一 个 目 标 吧 。 
str_tutorial_info_15|太 不 走 运 了 ！ 你 打 偏 了 ！ 别 气 馁 ， 你 可 以 装 弹 并 重 试 ， 就 像 之 前 一 样 。 但 记 住 ， 装 弹 时 不 可 移 动 的 规 则 同 样 适 用 于 马 背 上 ， 装 弹 完 毕 后 你 可 以 再 次 尝 试 。 
str_tutorial_info_16|你 办 到 了 ！ 你 如 果 乐 意 的 话 可 以 继 续 练 习 。 当 你 准 备 好 以 后 ， 我 们 将 会 去 尝 试 马 背 战 斗 的 乐 趣 ！ 你 需 要 向 上 滚 动 你 的 鼠 标 轮 来 切 换 近 战 武 器 ， 而 你 的 近 战 武 器 是 一 把 剑 。 
str_tutorial_info_17|太 棒 了 ！ 你 乐 意 的 话 可 以 继 续 射 击 。 但 记 住 ， 装 弹 时 不 可 移 动 的 规 则 同 样 适 用 于 马 背 上 ^^当 你 准 备 好 以 后 ， 我 们 将 会 去 尝 试 马 背 战 斗 的 乐 趣 ！ 你 需 要 向 上 滚 动 你 的 鼠 标 轮 来 切 换 近 战 武 器 ， 而 你 的 近 战 武 器 是 一 把 剑 。 
str_tutorial_info_18|就 像 射 击 ， 马 背 格 斗 也 跟 在 地 上 格 斗 一 个 道 理 。 那 么 就 一 路 策 马 ， 一 路 把 假 人 击 倒 吧 。 试 着 在 攻 击 它 们 时 保 持 运 动 ， 因 为 静 止 会 消 除 你 在 速 度 和 机 动 性 上 的 优 势 。 如 果 你 算 好 时 机 出 击 的 话 ， 那 个 可 怜 虫 会 连 自 己 是 怎 么 死 的 都 不 知 道 。 
str_tutorial_info_19|精 彩 ！ 你 已 经 掌 握 了 骑 兵 战 斗 中 最 重 要 的 部 分 。 
str_tutorial_info_20|到 最 后 了 ！ 是 时 候 进 行 炮 兵 训 练 了 。 走 进 加 农 炮 并 从 箱 子 里 取 出 弹 药 ， 有 三 种 主 要 的 炮 弹 ： 实 心 弹 由 一 组 铁 球 组 成 ， 对 建 筑 物 有 奇 效 ； 霰 弹 会 释 放 出 大 量 铁 珠 ， 对 加 农 炮 前 的 敌 人 造 成 严 重 伤 害 ， 但 对 于 远 距 离 目 标 相 当 无 力 ； 榴 弹 对 敌 人 部 队 极 其 有 效 ， 因 为 它 会 向 四 面 八 方 炸 出 大 量 金 属 碎 片 ， 但 榴 弹 并 不 适 用 于 标 准 的 加 农 炮 。 
str_tutorial_info_21|请 对 准 加 农 炮 前 方 ， 当 你 看 见 “ 放 入 弹 药 ” 时 ， 按 住 F把 弹 药 塞 进 炮 管 直 到 动 作 完 成 。 
str_tutorial_info_22|现 在 你 需 要 使 用 你 的 推 弹 杆 为 大 炮 上 膛 ， 与 上 一 步 一 样 ， 按 住 F直 到 动 作 完 成 。 
str_tutorial_info_23|在 你 发 射 之 前 ， 你 必 须 把 加 农 炮 往 前 推 到 开 炮 位 置 ， 按 住 F直 到 动 作 完 成 。 
str_tutorial_info_24|最 后 ， 对 准 炮 管 后 方 ， 你 能 看 见 “ 控 制 大 炮 ” ， 按 住 F直 到 动 作 完 成 。 
str_tutorial_info_25|现 在 你 可 以 随 时 发 射 了 ！ 利 用 鼠 标 进 行 瞄 准 ， 按 下 鼠 标 左 键 发 射 大 炮 ， 按 下 鼠 标 右 键 可 以 退 出 控 制 。 但 现 在 请 你 按 下 鼠 标 左 键 ， 来 一 发 吧 ！ 
str_tutorial_info_26|现 在 已 经 是 教 程 的 尾 声 了 。 你 已 经 掌 握 了 所 有 在 骑 马 与 砍 杀 ： 拿 破 仑 战 争 中 的 基 本 战 斗 技 能 ！ 当 你 准 备 好 以 后 ， 可 以 按 下 TAB键 离 开 教 程 了 。 先 生 ， 希 望 你 在 战 场 上 走 运 吧 ！ 现 在 ， 解 散 ， 去 享 受 下 午 茶 和 松 脆 饼 吧 ！ 
str_vienna_1|板 条 箱 清 除 ： {reg0}/{reg1}
str_austerlitz_1_1|击 败 波 数 ： {reg0}/{reg1}
str_dresden_1_1|击 败 攻 击 者 次 数 ： {reg0}/{reg1}
str_dresden_1_2|击 败 波 数 ： {reg0}/{reg1}
str_dresden_2_1|方 阵 被 毁 ： {reg0}/{reg1}
str_dresden_2_2|线 列 被 毁 ： {reg0}/{reg1}
str_cutscene_vienna_1|多 瑙 河 ， 欧 洲 的 第 二 长 河 ， 将 奥 地 利 帝 国 分 为 两 部 分 。 ^乌 尔 姆 会 战 失 败 后 ， 奥 地 利 军 队 从 流 经 维 也 纳 的 多 瑙 河 过 河 撤 退 。 
str_cutscene_vienna_2|然 而 法 军 的 先 遣 部 队 就 在 不 远 的 后 方 ^其 他 所 有 的 桥 梁 都 被 破 坏 ， 所 以 通 过 维 也 纳 对 法 军 来 说 至 关 重 要 。 
str_cutscene_vienna_3|倘 若 奥 地 利 军 队 发 现 法 军 试 图 过 桥 ， 他 们 就 会 炸 毁 此 桥 。 ^如 果 桥 梁 被 毁 ， 法 军 将 不 能 继 续 追 赶 撤 退 的 联 军 ， 乌 尔 姆 的 胜 利 也 将 变 得 毫 无 意 义 。 
str_cutscene_vienna_4|因 此 法 国 将 军 穆 拉 特 和 兰 尼 斯 决 定 ； ^他 们 需 要 在 奥 地 利 军 不 发 觉 的 情 况 下 过 桥 。 
str_cutscene_vienna_5|为 了 计 划 成 功 ， 他 们 决 定 部 署 一 个 诡 计 ： ^穆 拉 特 和 兰 尼 斯 将 试 图 使 奥 地 利 人 相 信 停 火 协 议 已 经 签 署 。 
str_cutscene_vienna_6|其 间 ， 你 必 须 悄 悄 的 清 理 桥 梁 以 便 法 军 过 河 。 
str_cutscene_austerlitz_1_1|你 到 达 了 索 科 尔 尼 兹 村 附 近 的 战 场 ^侦 察 兵 报 告 俄 军 已 经 占 领 了 村 庄 ， 而 你 将 夺 回 它 。 
str_cutscene_austerlitz_1_2|瞧 ！ 有 人 靠 近 了 ！ 
str_cutscene_austerlitz_1_3|信 使 ： 俄 军 已 经 占 领 了 村 庄 ， 夺 回 他 对 你 来 说 至 关 重 要 ！ 
str_cutscene_austerlitz_1_4|看 来 这 场 战 斗 比 我 们 想 象 的 更 近 。 ^好 吧 ， 从 俄 军 手 上 夺 回 村 子 ！ 
str_cutscene_austerlitz_1_5|村 子 回 到 了 法 军 的 控 制 ， 干 得 好 ！ ^但 是 俄 军 已 经 派 出 士 兵 来 夺 回 它 ， 确 保 他 们 不 会 成 功 。 
str_cutscene_austerlitz_1_6|援 军 到 达 了 ！ 
str_cutscene_austerlitz_1_7|你 在 敌 军 的 攻 击 下 成 功 的 保 卫 了 村 庄 。 ^这 对 我 们 通 往 胜 利 的 有 重 大 的 帮 助 ！ 
str_cutscene_austerlitz_1_8|另 一 个 信 使 ！ 
str_cutscene_austerlitz_1_9|信 使 ： 将 军 已 经 听 说 了 你 占 领 和 保 卫 村 庄 的 重 大 胜 利 ^你 最 好 去 亲 自 告 诉 皇 帝 陛 下 这 些 好 消 息 ！ 
str_cutscene_dresden_1_1|德 累 斯 顿 城 ， 萨 克 森 的 首 府 。 ^该 城 遭 到 了 联 军 的 猛 烈 进 攻 ， 你 需 要 援 助 并 守 卫 它 。 
str_cutscene_dresden_1_2|俄 军 已 经 占 领 了 城 墙 而 且 大 量 的 俄 军 正 在 准 备 攻 击 城 门 。 ^你 的 任 务 就 是 ： 当 你 的 友 军 去 守 城 门 时 ， 肃 清 城 墙 。 
str_cutscene_dresden_1_3|城 墙 暂 时 安 全 了 ， 但 城 市 的 威 胁 还 没 有 解 除 。 ^你 城 门 处 的 友 军 守 不 了 多 久 ， 你 需 要 支 援 他 们 ！ 
str_cutscene_dresden_1_4|第 一 波 进 攻 已 经 打 退 了 ， 但 敌 人 正 在 派 更 多 的 人 来 攻 击 。 ^你 不 能 让 他 们 再 次 通 过 城 门 ！ 
str_cutscene_dresden_1_5|俄 军 的 攻 击 线 越 来 越 薄 弱 了 ， 城 墙 上 的 压 力 也 减 少 了 。 ^将 军 分 派 了 一 些 人 来 支 援 你 。 
str_cutscene_dresden_1_6|攻 击 停 下 来 了 ， 而 且 敌 人 陷 入 了 混 乱 。 ^利 用 这 个 机 会 出 击 ， 将 敌 人 赶 出 这 个 城 市 ！ 
str_cutscene_dresden_2_1|虽 然 城 市 的 防 御 成 功 了 ， 但 郊 外 的 农 场 和 村 庄 仍 然 在 敌 人 的 手 中 ^你 的 命 令 就 是 从 奥 地 利 军 队 中 解 放 这 些 村 庄 。 
str_cutscene_dresden_2_2|但 要 做 到 这 一 点 ， 你 必 须 首 先 肃 清 在 开 阔 地 带 的 奥 地 利 军 。 ^探 子 报 告 在 你 的 前 方 有 一 支 四 个 连 队 组 成 的 敌 军 。 
str_cutscene_dresden_2_3|很 不 幸 他 们 已 经 发 现 了 你 的 龙 骑 兵 ， 组 成 了 方 阵 准 备 迎 战 。 ^但 你 不 得 不 战 ， 即 使 你 的 步 兵 和 炮 兵 还 在 远 远 的 后 方 ， 且 不 能 支 援 你 。 
str_cutscene_dresden_2_4|但 是 看 起 来 奥 地 利 军 的 指 挥 官 离 他 的 军 队 太 远 有 点 过 分 的 冒 险 ！ ^如 果 你 能 抓 住 他 ， 他 的 手 下 或 许 就 会 丧 失 斗 志 ， 那 样 战 斗 就 会 轻 松 多 了 … … 
str_cutscene_dresden_2_5|方 阵 被 击 败 了 ， 但 是 敌 人 仍 然 控 制 着 村 庄 。 ^是 时 候 攻 占 它 了 。 
str_cutscene_dresden_2_6|真 幸 运 ！ 更 多 的 骑 兵 前 来 支 持 你 。 ^好 好 的 指 挥 他 们 ， 胜 利 将 会 属 于 我 们 。 前 进 ！ 
str_mission_briefing_1|1805年 12月 1日 ^暂 时 的 休 整 很 不 错 ， 但 现 在 我 们 将 会 再 次 出 征 。 赞 美 上 帝 ， 这 将 是 我 们 最 后 努 力 ！ ^据 说 我 们 将 会 直 接 进 入 战 场 。 ^^我 们 在 维 也 纳 市 郊 的 时 光 无 疑 是 最 美 好 的 几 天 。 这 是 个 富 裕 的 村 庄 ^有 宽 敞 乾 净 的 房 间 和 美 妙 的 酒 食 --当 然 ， 还 有 都 来 帮 助 我 们 的 漂 亮 姑 娘 们 。 ^这 让 我 们 恢 复 了 精 力 。 ^在 恶 劣 的 天 气 下 无 止 尽 的 行 军 ， 让 我 们 已 经 动 摇 了 。 追 赶 撤 退 的 联 军 ^使 我 们 精 疲 力 尽 。 暂 时 遗 忘 一 切 很 好 。 ^^但 我 们 安 宁 的 休 整 戛 然 而 止 ； 我 们 接 到 命 令 ^尽 可 能 快 的 重 新 加 入 大 军 ， 所 以 现 在 我 们 再 次 疯 狂 的 向 战 场 行 军 。 通 过 急 行 军 ， ^我 们 几 乎 将 大 半 军 团 抛 在 了 后 方 ， 但 是 弗 里 安 特 将 军 决 定 要 准 时 到 达 战 场 ， ^而 且 将 不 会 停 歇 等 待 援 军 加 入 我 们 。 ^^联 军 说 他 们 的 军 队 人 数 远 远 超 过 我 们 ， 特 别 是 骑 兵 。 看 来 ^战 争 将 是 防 御 性 的 ， 但 情 况 仍 不 清 楚 。 一 个 从 皇 帝 陛 下 那 儿 来 的 信 使 ^在 经 过 我 们 纵 队 时 通 知 我 们 ， 我 们 的 后 卫 部 队 被 迫 后 退 到 ^维 绍 市 附 近 ， 并 往 奥 斯 特 里 茨 方 向 撤 退 。 ^^我 不 敢 说 会 如 何 ， 但 接 下 来 的 将 要 进 行 的 战 斗 让 我 心 里 充 满 了 恐 惧 。 好 吧 ， 我 得 说 上 次 的 马 伦 戈 战 役 是 我 参 加 过 的 最 大 的 一 场 战 役 ， ^这 几 乎 是 5年 前 的 事 了 。 我 依 然 记 得 ^那 天 我 看 见 的 可 怕 场 景 ； 想 到 它 就 使 我 全 身 打 颤 ^幸 运 的 是 ， 到 目 前 为 止 ， 我 已 经 能 够 隐 藏 我 的 感 受 ； ^我 们 的 人 鄙 视 懦 弱 ， 并 把 它 当 做 叛 国 。 
