stringsfile version 1
1312
str_no_string NO_STRING!
str_drum_britain_3 Lilliburlero
str_drum_britain_4 Men_of_Harlech
str_drum_britain_5 Rule_Britannia
str_drum_france_1 Aux_Champs
str_drum_france_2 La_Charge
str_drum_france_3 La_Diane_ou_Rigodon
str_drum_france_4 La_Grenadiere
str_drum_france_5 Le_Pas_Cadence
str_drum_prussia_1 York'scher_Marsch
str_drum_prussia_3 Hohenfriedberger_Marsch
str_drum_prussia_4 Preussischer_Lockmarsch
str_drum_prussia_5 Parademarsch_der_Spielleute
str_drum_prussia_6 Praesentiermarsch
str_drum_russia_1 Pohod_Grenaderskij
str_drum_russia_2 Pohod_Leib_Gvardii_Izmailovskogo_Polka
str_drum_russia_3 Marsh_Kolonni_Idushej_v_Ataku
str_drum_russia_4 Pohod_Leib_Gvardii_Preobrazhenskogo_Polka
str_drum_russia_5 Pohod_Leib_Gvardii_Semenovskogo_Polka
str_drum_austria_1 Oestereeichischer_Grenadiermarsch
str_drum_austria_2 Coburger_Marsch
str_drum_austria_3 Pappenheimer_Marsch
str_drum_austria_4 Pariser_Einzugsmarsch
str_drum_austria_5 Prinz_von_Eugen
str_drum_highland_1 All_the_Blue_Bonnets_Are_O'er_the_Border
str_drum_highland_2 Bonnie_Dundee
str_drum_signal_1 Camp,_Taps
str_drum_signal_2 Cease_fire
str_drum_signal_3 Drummer_Call
str_fife_britain_1 British_Grenadiers
str_fife_britain_2 The_Girl_I_Left_Behind_Me
str_fife_britain_3 Lilliburlero_March
str_fife_britain_4 Men_of_Harlech
str_fife_britain_5 Rule_Britannia
str_fife_france_1 Aux_Champs
str_fife_france_2 La_Charge
str_fife_france_3 La_Diane_ou_Rigodon
str_fife_france_4 La_Grenadiere
str_fife_france_5 Le_Pas_Cadence
str_fife_prussia_1 York'scher_Marsch
str_fife_prussia_2 Hohenfriedberger_Marsch
str_fife_prussia_3 Preussischer_Lockmarsch
str_fife_prussia_4 Parademarsch_der_Spielleute
str_fife_prussia_5 Praesentiermarsch
str_fife_russia_1 Pohod_Grenaderskij
str_fife_russia_2 Pohod_Leib_Gvardii_Izmailovskogo_Polka
str_fife_russia_3 Marsh_Kolonni_Idushej_v_Ataku
str_fife_russia_4 Pohod_Leib_Gvardii_Preobrazhenskogo_Polka
str_fife_russia_5 Pohod_Leib_Gvardii_Semenovskogo_Polka
str_fife_austria_1 Oestereeichischer_Grenadiermarsch
str_fife_austria_2 Coburger_Marsch
str_fife_austria_3 Pappenheimer_Marsch
str_fife_austria_4 Pariser_Einzugsmarsch
str_fife_austria_5 Prinz_von_Eugen
str_bugle_britain_1 British_Boots
str_bugle_britain_2 British_Light_Infantry
str_bugle_france_1 Dans_le_Hussards
str_bugle_france_2 La_Marche
str_bugle_prussia_1 Althessischer_Reitermarsch
str_bugle_prussia_2 Fehrbelliner_Reitermarsch
str_bugle_prussia_3 Marsch_der_Freiwilligen_Jaeger
str_bugle_russia_1 Pohod_Mushketerskij
str_bugle_russia_2 Pohod_Artillerijskij_i_dlia_Saperov
str_bugle_russia_3 Pohod_Egerskij
str_bugle_austria_1 Strauch_Marsch
str_bugle_austria_2 Frohes_Leben_Marsch
str_bugle_signal_1 Assemble_the_Men
str_bugle_signal_2 Extend_Lines
str_bugle_signal_3 Close_Ranks
str_bugle_signal_4 On_Enemy
str_bugle_signal_5 Open_Fire
str_bagpipes_britain_1 All_the_Blue_Bonnets_Are_O'er_the_Border
str_bagpipes_britain_2 Bonnie_Dundee
str_bagpipes_extra_1 Black_Bear
str_bagpipes_extra_2 Amazing_Grace
str_bagpipes_extra_3 Balmoral
str_bagpipes_extra_4 Bonnie_Dundee
str_bagpipes_extra_5 Cock_o'_the_North
str_bagpipes_extra_6 Highland_Cathedral
str_bagpipes_extra_7 My_Home
str_bagpipes_extra_8 Scotland_the_Brave
str_bagpipes_extra_9 Skye_Boat_Song
str_piano_tune_1 Beethoven_-_Fur_Elise
str_piano_tune_2 Beethoven_-_Ecossaise
str_piano_tune_3 Erik_Satie_-_Gymnopedie_3
str_piano_tune_4 Beethoven_-_Laendler
str_piano_tune_5 Lift_Motif
str_piano_tune_6 Bach_-_Prelude
str_piano_tune_7 Wagner_-_Bridal_Chorus
str_piano_tune_8 Schubert_-_Ave_Maria
str_organ_tune_1 Bach_-_Toccata_and_Fugue
str_organ_tune_2 Bach_-_Toccata_and_Fugue_2
str_organ_tune_3 Bach_-_Prelude_and_Fugue
str_organ_tune_4 Buxtehude_-_Prelude
str_organ_tune_5 Tiny_Fugue
str_organ_tune_6 Wagner_-_Bridal_Chorus
str_organ_tune_7 Bach_-_Chromatic_Fuge
str_organ_tune_8 Bach_-_Chromatic_Fantasia
str_flag_reg3 Flag_{reg3}
str_mp_arabian_harbour_flag_1 Small_Inn
str_mp_arabian_harbour_flag_2 Backyard
str_mp_arabian_harbour_flag_3 Port
str_mp_arabian_harbour_flag_4 Lighthouse
str_mp_arabian_harbour_flag_5 Marketplace
str_mp_arabian_village_flag_1 Wine_Maker's_Village
str_mp_arabian_village_flag_2 Farmer's_Village
str_mp_arabian_village_flag_3 Fortified_Town
str_mp_ardennes_flag_1 Ferme_du_Fresnois
str_mp_ardennes_flag_2 Ferme_de_la_Grange_Dimiere
str_mp_ardennes_flag_3 Watchtower
str_mp_ardennes_flag_4 Fisherman's_Hut
str_mp_ardennes_flag_5 Ferme_de_Bray
str_mp_ardennes_flag_6 Dead_Forest
str_mp_ardennes_flag_7 Rocks
str_mp_avignon_flag_1 Camp
str_mp_avignon_flag_2 Town
str_mp_avignon_flag_3 Mill
str_mp_avignon_flag_4 Village
str_mp_borodino_flag_1 Town
str_mp_borodino_flag_2 Village
str_mp_borodino_flag_3 Redoubt
str_mp_borodino_flag_4 Mill
str_mp_borodino_flag_5 Shevradino
str_mp_borodino_flag_6 Great_Redoubt
str_mp_borodino_flag_7 Small_Redoubt
str_mp_columbia_hill_farm_flag_1 Forest
str_mp_columbia_hill_farm_flag_2 Barn
str_mp_columbia_hill_farm_flag_3 Farmhouse
str_mp_columbia_hill_farm_flag_4 Vineyard
str_mp_european_city_flag_1 Church
str_mp_european_city_flag_2 Square
str_mp_european_city_flag_3 Vince's_Corner
str_mp_european_city_flag_4 Street
str_mp_french_farm_flag_1 Forest
str_mp_french_farm_flag_2 Redoubt
str_mp_french_farm_flag_3 Farm
str_mp_hungarian_plains_flag_1 The_Weavery
str_mp_hungarian_plains_flag_2 The_Town
str_mp_hungarian_plains_flag_3 The_Windmill
str_mp_hungarian_plains_flag_4 The_Abandoned_House
str_mp_hungarian_plains_flag_5 The_Shack
str_mp_hungarian_plains_flag_6 The_Estate
str_mp_landshut_flag_1 Landshut
str_mp_landshut_flag_2 The_Road_to_Abensberg
str_mp_landshut_flag_3 Landshut_Outskirts
str_mp_landshut_flag_4 The_Bridge
str_mp_landshut_flag_5 The_Blockhouse
str_mp_landshut_flag_6 The_Farm
str_mp_landshut_flag_7 The_Crossing
str_mp_russian_village_flag_1 Logger's_Village
str_mp_russian_village_flag_2 Hunter's_Village
str_mp_russian_village_flag_3 russian_village
str_mp_minden_flag_1 Basecamp
str_mp_minden_flag_2 Minden
str_mp_minden_flag_3 Hahlen
str_mp_minden_flag_4 Netsband_Farm
str_mp_minden_flag_5 Stemmer
str_mp_minden_flag_6 Todtenhausen_Inn
str_mp_minden_flag_7 Malbergen_Chapel
str_mp_minden_flag_8 Neuland
str_mp_minden_flag_9 Finter_Reie
str_mp_oaksfield_flag_1 Headquaters__1
str_mp_oaksfield_flag_2 Headquaters__2
str_mp_oaksfield_flag_3 Wheat_Farm
str_mp_oaksfield_flag_4 Market
str_mp_oaksfield_flag_5 Oakstown
str_mp_quatre_bras_flag_1 Pireaumont
str_mp_quatre_bras_flag_2 Quatre_Bras
str_mp_quatre_bras_flag_3 Bossu_Woods
str_mp_quatre_bras_flag_4 Petit_Pireaumont
str_mp_quatre_bras_flag_5 Gemioncourt
str_mp_river_crossing_flag_1 Redoubt_1
str_mp_river_crossing_flag_2 Redoubt_2
str_mp_river_crossing_flag_3 Town_of_Martinitz
str_mp_roxburgh_flag_1 Fisherman's_Market
str_mp_roxburgh_flag_2 Riverside_Village
str_mp_roxburgh_flag_3 Lakeside_Villa
str_mp_roxburgh_flag_4 Makers_Village
str_mp_roxburgh_flag_5 Middleton’s_Town
str_mp_roxburgh_flag_6 Shrine
str_mp_roxburgh_flag_7 Lumberjack's_Lodge
str_mp_schemmerbach_flag_1 Schmmerbach_Farm
str_mp_schemmerbach_flag_2 Schemmerbach_Bridge
str_mp_schemmerbach_flag_3 River_Crossing
str_mp_schemmerbach_flag_4 Hemp_Field
str_mp_slovenian_village_flag_1 Road_to_slovenian_village
str_mp_slovenian_village_flag_2 Harbour
str_mp_slovenian_village_flag_3 slovenian_village
str_mp_slovenian_village_flag_4 Forest
str_mp_slovenian_village_flag_5 River
str_mp_champs_elysees_flag_1 West_Avenue
str_mp_champs_elysees_flag_2 East_Avenue
str_mp_champs_elysees_flag_3 South-West_Quarter
str_mp_champs_elysees_flag_4 South-East_Quarter
str_mp_champs_elysees_flag_5 North-East_Quarter
str_mp_champs_elysees_flag_6 North-West_Quarter
str_mp_champs_elysees_flag_7 Arc_de_Triomphe
str_mp_fort_vincey_flag_1 Fort_Whittington
str_mp_fort_vincey_flag_2 The_Small_Redoubt
str_mp_fort_vincey_flag_3 The_Advanced_Redoubt
str_mp_fort_vincey_flag_4 The_Trench
str_mp_fort_vincey_flag_5 The_Great_Redoubt
str_mp_swamp_flag_1 The_Camp
str_mp_swamp_flag_2 Siegburg
str_mp_swamp_flag_3 The_Bridge
str_mp_swamp_flag_4 Swamp_Island
str_mp_swamp_flag_5 Main_Road
str_mp_swamp_flag_6 Graveyard
str_mp_swamp_flag_7 Fisherman's_House
str_mp_walloon_farm_flag_1 East_Camp
str_mp_walloon_farm_flag_2 West_Camp
str_mp_walloon_farm_flag_3 East_Hill
str_mp_walloon_farm_flag_4 Farm
str_mp_walloon_farm_flag_5 West_Hill
str_mp_walloon_farm_flag_6 Redoubt
str_mp_pyramids_flag_1 Main_Spawn
str_mp_pyramids_flag_2 Main_Spawn
str_mp_pyramids_flag_3 Quarry
str_mp_pyramids_flag_4 Great_Pyramid
str_mp_pyramids_flag_5 Temple
str_mp_pyramids_flag_6 Fields
str_mp_pyramids_flag_7 Island
str_mp_pyramids_flag_8 Outpost
str_mp_pyramids_flag_9 Village
str_mp_wissaudorf_flag_1 Main_Spawn
str_mp_wissaudorf_flag_2 Main_Spawn
str_mp_wissaudorf_flag_3 Forest_Lodge
str_mp_wissaudorf_flag_4 Fort
str_mp_wissaudorf_flag_5 Woodland_Camp
str_mp_wissaudorf_flag_6 Ruins
str_mp_wissaudorf_flag_7 Swamp
str_mp_wissaudorf_flag_8 Outpost
str_mp_wissaudorf_flag_9 Village
str_scene_making_welcome_message Welcome_to_the_scene_editing_gamemode.^Here_you_can_create_new_scenes_or_edit_existing_ones.^^Prop_settings:^^#_Weather_props:^spr_mm_weather_time______#_var1_=_time_of_day_0-23;_Default_=_15_(hours)^spr_mm_weather_rain______#_var1_=_rain_type;_1_=_rain_2_=_snow,_var2_=_rain_amount_0-25^spr_mm_weather_clouds____#_var1_=_cloud_amount_0-100;_Default_=_30^spr_mm_weather_fog_______#_var1_=_fog_distance_in_meters_x_10_where_fog_completely_blocks_visibility._1-127^spr_mm_weather_thunder___#_var1_=_thunder_type:_0_=_none_1_=_thunder_only_2_=_thunder_&_lighting,^_________________________#_var2_=_thunder_frequency_0-100_;_the_higher_value_the_more_thunder.^^#_Door_props:^All_openable_doors_______#_var1_=_Team_ownership;_1_=_Team1_can_open,_2_=_Team2_can_open;_else_all_can_open.^^#_Cannon_setting_props:^spr_mm_spawn_with_cannon_#_If_added_to_the_map_artillery_sargeants_spawn_with_the_cannon.^
str_tutorial_info_1 Hell's_bells!_This_is_bloody_coffee!_I_said_TEEEEAAA!!!..._I_say!_You_there!_Welcome_to_the_Mount&Blade:_Napoleonic_Wars_tutorial,_my_good_man!^_Now,_to_begin_your_training,_use_the_'WASD'_keys_to_walk_to_the_position_indicated_by_the_pointer_arrow._You_can_use_the_mouse_to_look_around,_all_the_better_to_spot_the_French_with!_Eh?_Bleeehaha!
str_tutorial_info_2 See_that_glorious_piece_of_British_engineering_in_front_of_you?__Look_at_the_musket__and_press_'F'_to_pick_it_up!
str_tutorial_info_3 Wonderful!_You_are_armed,_sir!_Now_let_us_do_some_damage_to_those_targets_in_front_of_you.^Hold_down_the_left_mouse_button_to_aim_your_musket_and_use_your_mouse_to_change_the_direction_of_your_aim._Note_that_muskets_are_somewhat_unpredictable,_or_more_to_the_point,_frightfully_inaccurate._Bleahaha!^Once_you_are_happy_with_your_aim,_you_may_proceed_to_let_go_of_the_left_mouse_button_in_order_to_fire!
str_tutorial_info_4 Bad_luck!_It_seems_you_have_missed_the_target._Time_to_reload_your_weapon_and_try_again.^_To_reload,_click_the_left_mouse_button_and_wait_for_your_character_to_finish_reloading_-_it_will_take_a_couple_of_seconds_so_be_patient._Remember_though,_you_cannot_move_while_reloading.^Once_you_have_reloaded,_take_another_shot_at_hitting_the_targets._Do_not_worry_if_you_miss,_you_can_always_reload_and_try_again.
str_tutorial_info_5 Well_done_sir!_Now,_if_you_wish,_you_may_keep_practicing;^_otherwise,_if_you_feel_you_have_gotten_the_hang_of_firing,_you_may_move_on_to_the_next_area_on_the_left,_where_the_arrow_is_pointing.
str_tutorial_info_6 Well_done_sir!_If_you_wish,_sir,_you_may_reload_your_weapon_and_fire_again.^_To_reload,_click_the_left_mouse_button_and_wait_for_your_character_to_finish_reloading_-_it_will_take_a_couple_of_seconds_so_be_patient._Remember_though,_you_cannot_move_while_reloading.^Once_you_feel_that_you_have_gotten_the_hang_of_it,_you_may_move_on_to_the_next_area_on_the_left,_where_the_arrow_is_pointing.
str_tutorial_info_7 There_are_times_in_battle_when_it_is_preferable_to_get_up_close_and_personal_with_old_Frenchie,_and_that_is_why_your_musket_is_equipped_with_a_bayonet.^However,_your_musket_is_currently_in_'firing_mode';_to_use_the_bayonet_you_need_to_change_to_'melee_mode'._The_button_to_toggle_between_the_modes_is_'X'._Press_it_now.
str_tutorial_info_8 Excellent._You_are_now_in_melee_mode_and_ready_to_charge_those_dummies_with_your_bayonet.^BUT!_Before_you_do_that,_there_is_another_important_matter_you_should_know_about.^You_do_not_have_to_stand_up_all_the_time,_you_can_also_crouch._Press_'Z'_to_do_so.
str_tutorial_info_9 Good!_As_you_can_see_you_are_now_crouching._Since_you_are_also_in_'melee_mode'_you_can_see_that_your_character_is_bracing_his_bayonet._This_is_very_effective_against_frontal_cavalry_attacks.^Rise_up_to_continue._To_do_so,_either_press_'Z'_again_or_simply_use_any_of_the_movement_keys.
str_tutorial_info_10 Now_on_to_attacking_and_defending._To_attack,_press_the_left_mouse_button_while_moving_the_mouse_in_the_direction_you_wish_to_attack._Your_bayoneted_musket_only_has_two_directions:_up_and_down._Other_weapons_may_have_other_directions._Swords,_for_example,_have_four_attack_directions:_up,_down,_left_and_right._To_release_your_attack,_let_go_of_the_left_mouse_button.^Defense_works_in_a_similar_fashion._Hold_the_right_mouse_button_while_moving_the_mouse_in_the_direction_you_wish_to_block._All_weapons_can_block_in_all_four_directions._Make_sure_you_are_blocking_your_enemy's_attack_from_the_right_direction,_or_the_frogs_will_make_quick_work_of_you.^^Now_practice_with_your_bayonet_by_destroying_all_the_dummies_in_the_area.
str_tutorial_info_11 Well_done!
str_tutorial_info_12 Now_that_you_have_mastered_the_basics_of_infantry_combat,_we_will_move_on_to_cavalry.^You_have_been_given_some_rather_splendidly_polished_equipment_and_a_magnificent_horse._To_mount_said_horse,_walk_up_to_it_and_press_'F'.
str_tutorial_info_13 So_you_have_mounted_up?_Excellent._To_move_while_mounted_you_will_maintain_the_use_of_the_'WASD'_keys,_but_the_basics_of_movement_is_slightly_different:_'W'_will_increase_your_speed_and_'S'_will_decrease_it;_while_'A'_and_'D'_will_turn_your_horse._By_moving_the_mouse_you_may_look_around_-_but_doing_so_will_not_automatically_turn_the_horse._Try_this_now_by_moving_to_were_the_arrow_points.
str_tutorial_info_14 Marvelous!_Now_bring_the_horse_to_a_stop._It_is_time_to_do_some_horseback_shooting._See_those_targets_in_the_distance?_Shooting_on_horseback_is_very_similar_to_shooting_on_foot,_so_use_what_you_have_learned_before_to_hit_any_one_of_the_targets.
str_tutorial_info_15 Oh_hell_and_buckshot!_You_have_missed!_Do_not_worry_though,_you_can_reload_and_try_again,_just_as_before._But_remember,_the_rule_that_you_have_to_be_still_while_firing_counts_on_horseback_as_well._You_can_try_again,_once_you_have_reloaded_your_firearm.
str_tutorial_info_16 Now_you_have_got_it!_You_can_keep_practicing_some_more,_if_you_wish.^^Once_you_are_ready_to_proceed,_we_will_cover_the_basic_joys_of_horseback_melee._You_will_require_a_sword_for_this._To_switch_to_the_sword,_scroll_your_mouse_wheel_upwards.
str_tutorial_info_17 Bravo!_You_can_keep_firing_if_you_wish._Just_remember,_the_rule_that_you_have_to_be_stationary_while_firing_counts_on_horseback_as_well.^^Once_you_are_ready_to_proceed,_we_will_cover_the_basic_joys_of_horseback_melee._You_will_require_a_sword_for_this._To_switch_to_the_sword,_scroll_your_mouse_wheel_upwards.
str_tutorial_info_18 Just_like_shooting,_melee_fighting_on_horseback_is_similar_to_fighting_on_foot._So_ride_alongside_those_dummies_and_destroy_them.^Try_to_hit_them_while_maintaining_movement,_as_standing_still_takes_away_your_advantage_in_speed_and_maneuverability._If_you_time_your_strikes_right,_you_can_hit_the_enemy_and_be_well_away_before_the_blighter_even_knows_he_is_dead.
str_tutorial_info_19 Splendid!_You_now_know_the_most_important_aspects_of_cavalry_fighting.
str_tutorial_info_20 Finally!_It_is_time_for_some_artillery_training.^Walk_up_to_the_cannon_and_take_some_ammunition_from_the_box.^^There_are_three_main_types_of_ammunition:^Round_shot_is_a_multi-purpose_shot_that_is_especially_useful_against_buildings;^Canister_shots_release_a_hail_of_grapeshot_that_kills_anyone_right_in_front_of_the_cannon,_but_it_is_notoriously_ineffective_at_hitting_long_rang_targets;^Explosive_shells_are_extremely_effective_against_enemy_troops,_as_they_explode_sending_metal_fragments_flying_in_all_directions._Explosive_shells_however,_are_not_available_for_standard_cannons.
str_tutorial_info_21 Put_the_ammunition_into_the_barrel_from_the_front_of_the_cannon._To_do_so,_look_at_the_front,_once_you_see_the_text_'Place_Ammunition',_hold_down_'F'_until_the_progress_bar_reaches_the_end.
str_tutorial_info_22 Now_you_need_to_use_your_ramrod_to_reload_the_cannon._Again,_look_at_the_front_of_the_barrel_and_hold_'F'_until_done.
str_tutorial_info_23 Before_you_can_fire,_you_will_want_to_push_the_cannon_forward._To_do_so,_look_at_it_and_hold_down_'F'.
str_tutorial_info_24 Finally,_look_at_the_back_of_the_barrel_until_you_see_the_message_'Take_Control'._Then_press_'F'_to_take_control_of_the_cannon.
str_tutorial_info_25 Now_you_control_the_cannon_sir!_Again,_use_the_mouse_to_aim._Pressing_the_Left_Mouse_Button_will_fire_the_cannon_and_pressing_the_Right_Mouse_Button_will_cancel_control,_but_for_now,_press_the_LMB_to_fire.
str_tutorial_info_26 This_is_the_end_of_the_tutorial._You_now_know_all_the_basics_of_fighting_in_Mount&Blade:_Napoleonic_Wars._Press_'Tab'_to_leave_this_tutorial_when_you_are_ready.^^Good_luck_on_the_battlefield,_sir!_Dismissed_for_tea_and_crumpets!
str_vienna_1 Crates_cleared:_{reg0}/{reg1}
str_austerlitz_1_1 Waves_defeated:_{reg0}/{reg1}
str_dresden_1_1 Attackers_defeated:_{reg0}/{reg1}
str_dresden_1_2 Waves_defeated:_{reg0}/{reg1}
str_dresden_2_1 Squares_destroyed:_{reg0}/{reg1}
str_dresden_2_2 Lines_destroyed:_{reg0}/{reg1}
str_cutscene_vienna_1 The_Danube_River,_the_second_longest_in_Europe,_divides_the_Austrian_Empire_in_two._^Following_their_failure_in_the_Ulm_campaign,_the_Austrian_Army_is_retreating_across_the_river_at_Vienna.
str_cutscene_vienna_2 The_French_advance_guard,_however,_is_not_far_behind._^All_other_bridges_being_destroyed,_the_crossing_at_Vienna_is_vital_for_the_French.
str_cutscene_vienna_3 Should_the_Austrians_notice_a_French_attempt_at_crossing_they_will_blow_up_the_bridge._^If_they_succeed,_the_French_will_be_unable_to_pursue_the_retreating_allied_army_and_the_victory_at_Ulm_will_be_for_nothing.
str_cutscene_vienna_4 As_such_the_French_marshals,_Murat_and_Lannes,_are_in_a_though_spot;_^They_need_to_get_across_the_bridge_without_the_Austrians_noticing.
str_cutscene_vienna_5 To_do_so,_they_have_decided_to_deploy_a_ruse:_^Murat_and_Lannes_will_attempt_to_convince_the_Austrians_that_a_truce_has_already_been_signed.
str_cutscene_vienna_6 Meanwhile,_you_will_have_to_silently_clear_the_bridge_so_the_army_can_cross...
str_cutscene_austerlitz_1_1 You_arrive_at_the_battlefield_near_the_village_of_Sokolnitz._^Scouts_report_the_Russians_have_captured_the_village_and_you_are_to_retake_it.
str_cutscene_austerlitz_1_2 Look!_Someone_is_approching.
str_cutscene_austerlitz_1_3 Messenger:_'The_Russians_have_capture_the_village!_It_is_vital_that_you_retake_it!'
str_cutscene_austerlitz_1_4 It_would_seem_the_battle_is_closer_than_we_thought._^Very_well_then,_retake_the_village_from_the_Russians!
str_cutscene_austerlitz_1_5 The_village_is_back_under_French_control,_well_done!_^But_the_Russians_are_already_sending_soldiers_to_recapture_it,_make_sure_they_won't_succeed.
str_cutscene_austerlitz_1_6 Reinforcements_have_arrived!
str_cutscene_austerlitz_1_7 You_have_successfully_defended_the_village_form_the_enemy._^This_will_greatly_help_us_on_our_path_to_victory!
str_cutscene_austerlitz_1_8 Another_messenger!
str_cutscene_austerlitz_1_9 Messenger:_'The_general_has_heard_of_your_great_success_in_capturing_and_holding_the_village_^You'd_better_go_and_tell_the_Emperor_himself_of_these_good_news!
str_cutscene_dresden_1_1 The_City_of_Dresden,_Capitol_of_Saxony._^The_city_is_under_heavy_attack_by_Coalition_forces_and_you_have_to_help_saving_it.
str_cutscene_dresden_1_2 The_Russians_have_already_taken_the_walls_and_more_of_them_are_preparing_an_assault_on_the_gates._^Your_orders_are_to_clear_the_walls_while_your_allies_move_and_hold_the_gates.
str_cutscene_dresden_1_3 The_walls_are_safe_for_now,_but_the_threat_to_the_city_is_not_yet_averted._^Your_allies_by_the_gate_can't_hold_out_much_longer,_you_need_to_help_them!
str_cutscene_dresden_1_4 The_first_assault_has_been_broken_down,_but_the_enemy_is_already_sending_more_men_to_attack._^You_must_not_let_them_get_past_the_gate_again!
str_cutscene_dresden_1_5 The_Russian_attack_lines_are_growing_thinner_and_the_pressure_on_the_walls_are_easying._^The_general_have_been_able_to_spare_some_men_to_support_you.
str_cutscene_dresden_1_6 The_assault_has_come_to_a_stop_and_the_enemy_are_in_disarray._^Use_this_oportunity_to_sally_out_and_drive_the_enemy_away_from_the_city!
str_cutscene_dresden_2_1 While_the_defense_of_the_city_was_a_success,_the_outlying_farms_and_villages_are_still_in_enemy_hands._^Your_orders_are_to_liberate_this_village_from_Austrian_control.
str_cutscene_dresden_2_2 But_to_do_so,_you_must_first_clear_the_area_of_any_Austrians_still_out_in_the_open._^Scout_report_that_there_is_a_group_of_four_companies_ahead_of_your_position.
str_cutscene_dresden_2_3 Unfortunatly_they_have_already_noticed_your_dragoons_and_have_formed_squares_to_face_the_threat._^This_will_be_a_though_fight,_as_your_infantry_and_artillery_are_still_way_behind_and_cannot_support_you.
str_cutscene_dresden_2_4 But_it_seems_that_the_Austrian_commander_have_ventured_a_bit_too_far_from_his_troops!_^If_you_can_capture_him,_his_men_might_lose_heart_and_the_figthing_ahead_will_be_easier...
str_cutscene_dresden_2_5 The_squares_have_been_defeated,_but_the_enemy_still_holds_the_village._^It_is_time_to_attack_and_capture_it.
str_cutscene_dresden_2_6 Luckily_more_cavalry_is_arriving_to_support_you._^Use_it_well_and_victory_will_be_ours._En_avant!
str_mission_briefing_1 December_1,_1805^It_was_a_fine_respite,_but_now_we_march_once_again._Praise_God_this_will_be_our_final_effort!_^It_is_said_that_we_shall_march_directly_into_the_battle.^^Our_time_on_the_outskirts_of_Vienna_was_surely_the_finest_days_of_the_campaign._Rich_villages_^with_large,_clean_houses,_wonderful_food_and_wine_--_and_of_course_the_pretty_girls_all_helped_us_^replenish_our_energies.^We_had_been_shaken_by_the_endless_marches_through_terrible_weather._Exhausted_by_our_pursuit_^of_the_retreating_Allied_forces._It_was_good_to_forget,_for_a_little_while.^^But_our_peaceful_rest_ended_abruptly;_we_received_the_order_to_rejoin_the_main_army_as_quickly_as_^possible,_and_now_we_march_madly_to_battle_once_more._In_a_forced_march_we_have_left_nearly_half_^of_the_regiment_behind,_but_general_Friant_is_determined_to_arrive_to_the_battlefield_on_time,_^and_will_not_pause_for_our_supporting_forces_to_rejoin_us.^^The_Allies_are_said_to_greatly_outnumber_our_own_troops,_especially_in_cavalry._It_seems_that_the_^battle_will_be_defensive_this_time,_but_the_situation_remains_unclear._A_messenger_from_the_Emperors_^headquarters_informed_us,_as_he_rode_past_our_column,_that_our_rear_guard_had_been_driven_back_^near_a_place_called_Vishau,_and_were_retreating_towards_Austerlitz^^I_dare_not_speak_of_it,_but_thoughts_of_the_upcoming_battle_fill_me_with_terror._Marengo_was_the_last_^Well,_I_should_say_the_only_large_battle_I_took_part_in,_and_this_was_almost_5_years_ago._I_still_^remember_the_horrible_things_I_saw_that_day;_it_makes_my_body_shake_to_think_of_it._^Luckily,_I_have_been_able_to_conceal_my_feelings_thus_far;_^our_men_despise_cowardice,_and_treat_it_as_treason.
str_mission_briefing_2 December_1,_1805^It_was_a_fine_respite,_but_now_we_march_once_again._Praise_God_this_will_be_our_final_effort!_^It_is_said_that_we_shall_march_directly_into_the_battle.^^Our_time_on_the_outskirts_of_Vienna_was_surely_the_finest_days_of_the_campaign._Rich_villages_^with_large,_clean_houses,_wonderful_food_and_wine_--_and_of_course_the_pretty_girls_all_helped_us_^replenish_our_energies.^We_had_been_shaken_by_the_endless_marches_through_terrible_weather._Exhausted_by_our_pursuit_^of_the_retreating_Allied_forces._It_was_good_to_forget,_for_a_little_while.^^But_our_peaceful_rest_ended_abruptly;_we_received_the_order_to_rejoin_the_main_army_as_quickly_as_^possible,_and_now_we_march_madly_to_battle_once_more._In_a_forced_march_we_have_left_nearly_half_^of_the_regiment_behind,_but_general_Friant_is_determined_to_arrive_to_the_battlefield_on_time,_^and_will_not_pause_for_our_supporting_forces_to_rejoin_us.^^The_Allies_are_said_to_greatly_outnumber_our_own_troops,_especially_in_cavalry._It_seems_that_the_^battle_will_be_defensive_this_time,_but_the_situation_remains_unclear._A_messenger_from_the_Emperors_^headquarters_informed_us,_as_he_rode_past_our_column,_that_our_rear_guard_had_been_driven_back_^near_a_place_called_Vishau,_and_were_retreating_towards_Austerlitz^^I_dare_not_speak_of_it,_but_thoughts_of_the_upcoming_battle_fill_me_with_terror._Marengo_was_the_last_^Well,_I_should_say_the_only_large_battle_I_took_part_in,_and_this_was_almost_5_years_ago._I_still_^remember_the_horrible_things_I_saw_that_day;_it_makes_my_body_shake_to_think_of_it._^Luckily,_I_have_been_able_to_conceal_my_feelings_thus_far;_^our_men_despise_cowardice,_and_treat_it_as_treason.
