str_no_string|NO STRING!
str_bugle_britain_2|不 列 顛 輕 步 兵 
str_bugle_france_1|在 驃 騎 兵 之 中 
str_bugle_france_2|進 軍 
str_bugle_prussia_1|舊 黑 森 騎 兵 進 行 曲 
str_bugle_prussia_2|費 爾 貝 林 騎 兵 進 行 曲 
str_bugle_prussia_3|志 願 獵 兵 進 行 曲 
str_bugle_russia_1|火 槍 兵 進 行 曲 
str_bugle_russia_2|炮 兵 工 兵 進 行 曲 
str_bugle_russia_3|獵 兵 進 行 曲 
str_bugle_austria_1|灌 木 進 行 曲 
str_bugle_austria_2|幸 福 生 活 進 行 曲 
str_bugle_signal_1|大 家 集 合 
str_bugle_signal_2|拉 長 陣 線 
str_bugle_signal_3|合 攏 隊 列 
str_bugle_signal_4|瞄 準 敵 軍 
str_bugle_signal_5|開 火 
str_bagpipes_britain_1|所 有 的 藍 帽 都 已 越 過 邊 境 
str_bagpipes_britain_2|美 麗 的 鄧 迪 
str_bagpipes_extra_1|黑 熊 
str_bagpipes_extra_2|奇 異 恩 典 
str_bagpipes_extra_3|巴 爾 莫 勒 爾 
str_bagpipes_extra_4|美 麗 的 鄧 迪 
str_bagpipes_extra_5|北 方 雄 雞 
str_bagpipes_extra_6|高 地 大 教 堂 
str_bagpipes_extra_7|我 的 家 
str_bagpipes_extra_8|蘇 格 蘭 勇 士 
str_bagpipes_extra_9|斯 凱 島 船 歌 
str_piano_tune_1|貝 多 芬 -致 愛 麗 絲 
str_piano_tune_2|貝 多 芬 -埃 克 塞 斯 舞 曲 
str_piano_tune_3|埃 里 克 · 薩 蒂 -裸 者 之 舞 3
str_piano_tune_4|貝 多 芬 -蘭 德 勒 
str_piano_tune_5|升 華 主 題 
str_piano_tune_6|巴 赫 -前 奏 曲 
str_piano_tune_7|瓦 格 納 -婚 禮 進 行 曲 
str_piano_tune_8|舒 伯 特 -聖 母 頌 
str_organ_tune_1|巴 赫 -托 卡 塔 與 賦 格 
str_organ_tune_2|巴 赫 -托 卡 塔 與 賦 格 2
str_organ_tune_3|巴 赫 -前 奏 曲 與 賦 格 
str_organ_tune_4|布 克 斯 特 胡 德 -前 奏 曲 
str_organ_tune_5|微 型 賦 格 
str_organ_tune_6|瓦 格 納 -婚 禮 進 行 曲 
str_organ_tune_7|巴 赫 -半 音 階 賦 格 
str_organ_tune_8|巴 赫 -半 音 階 幻 想 曲 
str_flag_reg3|旗 幟 {reg3}
str_mp_arabian_harbour_flag_1|小 酒 店 
str_mp_arabian_harbour_flag_2|后 院 
str_mp_arabian_harbour_flag_3|港 口 
str_mp_arabian_harbour_flag_4|燈 塔 
str_mp_arabian_harbour_flag_5|市 井 
str_mp_arabian_village_flag_1|葡 萄 酒 莊 
str_mp_arabian_village_flag_2|農 莊 
str_mp_arabian_village_flag_3|設 防 城 市 
str_mp_ardennes_flag_1|弗 努 瓦 農 場 
str_mp_ardennes_flag_2|迪 米 勒 谷 倉 農 場 
str_mp_ardennes_flag_3|瞭 望 塔 
str_mp_ardennes_flag_4|漁 夫 的 小 屋 
str_mp_ardennes_flag_5|松 香 農 場 
str_mp_ardennes_flag_6|死 亡 森 林 
str_mp_ardennes_flag_7|岩 石 堆 
str_mp_avignon_flag_1|營 地 
str_mp_avignon_flag_2|城 鎮 
str_mp_avignon_flag_3|磨 房 
str_mp_avignon_flag_4|村 莊 
str_mp_borodino_flag_1|城 鎮 
str_mp_borodino_flag_2|村 莊 
str_mp_borodino_flag_3|陣 地 
str_mp_borodino_flag_4|磨 房 
str_mp_borodino_flag_5|舍 瓦 爾 迪 諾 
str_mp_borodino_flag_6|大 型 陣 地 
str_mp_borodino_flag_7|小 型 陣 地 
str_mp_columbia_hill_farm_flag_1|森 林 
str_mp_columbia_hill_farm_flag_2|谷 倉 
str_mp_columbia_hill_farm_flag_3|農 家 
str_mp_columbia_hill_farm_flag_4|葡 萄 園 
str_mp_european_city_flag_1|教 堂 
str_mp_european_city_flag_2|廣 場 
str_mp_european_city_flag_3|文 斯 的 拐 角 
str_mp_european_city_flag_4|街 道 
str_mp_french_farm_flag_1|森 林 
str_mp_french_farm_flag_2|陣 地 
str_mp_french_farm_flag_3|農 場 
str_mp_hungarian_plains_flag_1|織 布 坊 
str_mp_hungarian_plains_flag_2|城 鎮 
str_mp_hungarian_plains_flag_3|風 車 
str_mp_hungarian_plains_flag_4|廢 棄 的 房 屋 
str_mp_hungarian_plains_flag_5|小 屋 
str_mp_hungarian_plains_flag_6|莊 園 
str_mp_landshut_flag_1|蘭 茨 胡 特 
str_mp_landshut_flag_2|到 阿 本 斯 貝 格 的 路 
str_mp_landshut_flag_3|蘭 茨 胡 特 近 郊 
str_mp_landshut_flag_4|橋 
str_mp_landshut_flag_5|炮 樓 
str_mp_landshut_flag_6|農 場 
str_mp_landshut_flag_7|十 字 路 口 
str_mp_russian_village_flag_1|樵 夫 村 
str_mp_russian_village_flag_2|獵 人 村 
str_mp_russian_village_flag_3|俄 羅 斯 村 
str_mp_minden_flag_1|營 地 
str_mp_minden_flag_2|明 登 
str_mp_minden_flag_3|海 倫 
str_mp_minden_flag_4|奈 茨 班 德 農 場 
str_mp_minden_flag_5|施 特 默 
str_mp_minden_flag_6|托 滕 豪 森 旅 館 
str_mp_minden_flag_7|馬 爾 勃 艮 小 教 堂 
str_mp_minden_flag_8|紐 蘭 
str_mp_minden_flag_9|芬 特 雷 爾 
str_mp_oaksfield_flag_1|指 揮 部 1 
str_mp_oaksfield_flag_2|指 揮 部 2 
str_mp_oaksfield_flag_3|小 麥 農 場 
str_mp_oaksfield_flag_4|市 井 
str_mp_oaksfield_flag_5|橡 木 小 鎮 
str_mp_quatre_bras_flag_1|皮 魯 山 
str_mp_quatre_bras_flag_2|四 臂 村 
str_mp_quatre_bras_flag_3|博 蘇 森 林 
str_mp_quatre_bras_flag_4|小 皮 拉 蒙 
str_mp_quatre_bras_flag_5|吉 蒙 特 
str_mp_river_crossing_flag_1|陣 地 1 
str_mp_river_crossing_flag_2|陣 地 2 
str_mp_river_crossing_flag_3|馬 提 尼 斯 鎮 
str_mp_roxburgh_flag_1|漁 市 
str_mp_roxburgh_flag_2|河 畔 村 
str_mp_roxburgh_flag_3|湖 濱 別 墅 
str_mp_roxburgh_flag_4|梅 克 斯 村 
str_mp_roxburgh_flag_5|米 德 爾 頓 鎮 
str_mp_roxburgh_flag_6|神 龕 
str_mp_roxburgh_flag_7|樵 夫 小 屋 
str_mp_schemmerbach_flag_1|施 默 巴 赫 農 場 
str_mp_schemmerbach_flag_2|施 默 巴 赫 橋 
str_mp_schemmerbach_flag_3|渡 口 
str_mp_schemmerbach_flag_4|大 麻 地 
str_mp_slovenian_village_flag_1|到 斯 洛 文 尼 亞 村 的 路 
str_mp_slovenian_village_flag_2|港 口 
str_mp_slovenian_village_flag_3|斯 洛 文 尼 亞 村 
str_mp_slovenian_village_flag_4|森 林 
str_mp_slovenian_village_flag_5|河 
str_mp_champs_elysees_flag_1|西 大 道 
str_mp_champs_elysees_flag_2|東 大 道 
str_mp_champs_elysees_flag_3|西 南 區 
str_mp_champs_elysees_flag_4|東 南 區 
str_mp_champs_elysees_flag_5|東 北 區 
str_mp_champs_elysees_flag_6|北 西 區 
str_mp_champs_elysees_flag_7|凱 旋 門 
str_mp_fort_vincey_flag_1|惠 廷 頓 堡 
str_mp_fort_vincey_flag_2|小 堡 壘 
str_mp_fort_vincey_flag_3|高 級 堡 壘 
str_mp_fort_vincey_flag_4|戰 壕 
str_mp_fort_vincey_flag_5|大 堡 壘 
str_mp_swamp_flag_1|營 地 
str_mp_swamp_flag_2|錫 格 堡 
str_mp_swamp_flag_3|橋 
str_mp_swamp_flag_4|沼 澤 島 
str_mp_swamp_flag_5|主 路 
str_mp_swamp_flag_6|墓 地 
str_mp_swamp_flag_7|漁 夫 住 房 
str_mp_walloon_farm_flag_1|東 營 地 
str_mp_walloon_farm_flag_2|西 營 地 
str_mp_walloon_farm_flag_3|東 山 地 
str_mp_walloon_farm_flag_4|農 場 
str_mp_walloon_farm_flag_5|西 坡 地 
str_mp_walloon_farm_flag_6|陣 地 
str_scene_making_welcome_message|歡 迎 來 到 場 景 編 輯 模 式 ^你 可 以 在 這 裡 創 建 新 場 景 或 編 輯 已 有 場 景 ^^Prop 設 置 ： ^^# 天 氣 props ： ^spr mm 天 氣 時 間 # var1 = 時 刻 0-23 ； Default = 15 （ hours ） ^spr mm 天 氣 下 雨 # var1 = 下 雨 類 型 ； 1 = 雨 2 = 雪 ， var2 = 下 雨 數 量 0-25^spr mm 天 氣 雲 層 # var1 = 雲 層 數 量 0-100 ； 默 認 = 30^spr mm 天 氣 霧 # var1 = 霧 在 x 10 米 外 會 完 全 遮 擋 視 線 。 1-127^spr mm 天 氣 閃 電 # var1 = 閃 電 類 型 ： 0 = 無 1 = 隻 有 閃 電 2 = 閃 電 和 打 雷 ， ^ # var2 = 閃 電 頻 率 0-100 ； 值 越 高 閃 電 越 頻 繁 。 ^^# 門 props ： ^所 有 可 打 開 的 門 # var1 = 陣 營 所 有 權 ； 1 = Team1 可 以 打 開 ， 2 = Team2 可 以 打 開 ； 其 余 都 可 以 打 開 。 ^^# 大 炮 設 置 props ： ^spr mm 在 大 炮 處 重 生 # 如 果 加 入 則 地 圖 中 所 有 炮 兵 中 士 都 會 在 大 炮 處 重 生 。 ^
str_tutorial_info_1|見 鬼 ！ 這 是 該 死 的 咖 啡 ！ 我 要 的 是 茶 ， 茶 ， 茶 ！ ！ ！ 在 那 邊 的 人 ！ 歡 迎 來 到 騎 馬 與 砍 殺 ： 拿 破 侖 戰 爭 教 程 ， 我 的 好 小 子 ！ ^ 現 在 ， 為 了 開 始 你 的 訓 練 ， 請 按 “ WASD” 鍵 進 行 移 動 並 走 到 箭 頭 標 志 的 位 置 。 你 可 以 使 用 滑 鼠 四 處 看 看 ， 這 樣 可 以 更 好 地 找 到 法 國 人 躲 在 哪 ！ 哇 咔 咔 咔 ！ 
str_tutorial_info_2|看 見 在 你 面 前 這 件 英 國 工 業 的 威 武 作 品 了 嗎 ？ 把 滑 鼠 對 準 火 槍 並 按 “ F” 把 它 撿 起 來 ！ 
str_tutorial_info_3|做 得 好 ！ 你 現 在 已 經 武 裝 起 來 了 ， 先 生 ！ 現 在 讓 我 們 來 對 你 前 面 的 目 標 造 成 一 些 傷 害 吧 。 ^按 住 滑 鼠 左 鍵 不 放 來 瞄 準 目 標 ， 移 動 滑 鼠 來 改 變 你 瞄 準 的 方 向 。 注 意 了 ， 你 的 火 槍 並 不 是 百 發 百 中 的 ， 甚 至 可 以 說 ， 它 會 偏 離 得 可 怕 。 哇 咔 咔 咔 ！ ^當 你 對 自 己 的 瞄 準 有 足 夠 信 心 時 ， 放 開 滑 鼠 左 鍵 來 發 射 ！ 
str_tutorial_info_4|運 氣 不 好 ！ 好 像 你 沒 打 中 目 標 嘛 。 是 時 候 給 你 的 武 器 裝 彈 並 再 次 嘗 試 。 ^ 單 擊 滑 鼠 左 鍵 來 進 行 裝 彈 並 等 待 完 成 — — 那 需 要 幾 秒 鐘 ， 請 保 持 耐 性 。 但 記 住 ， 你 不 能 在 裝 彈 時 移 動 。 ^裝 彈 結 束 后 ， 再 對 你 的 目 標 來 一 發 吧 。 別 擔 心 你 又 打 不 中 ， 你 總 是 可 以 裝 彈 並 再 次 嘗 試 的 。 
str_tutorial_info_5|幹 得 漂 亮 ！ 現 在 ， 如 果 樂 意 你 可 以 繼 續 練 習 ； ^ 當 你 覺 得 自 己 已 經 掌 握 射 擊 的 技 巧 時 ， 你 就 可 以 移 動 到 在 左 邊 箭 頭 所 指 的 下 一 區 域 。 
str_tutorial_info_6|漂 亮 ！ 如 果 你 樂 意 ， 先 生 ， 你 可 以 裝 彈 並 再 次 射 擊 。 ^ 單 擊 滑 鼠 左 鍵 來 進 行 裝 彈 並 等 待 完 成 — — 那 需 要 幾 秒 鐘 ， 請 保 持 耐 性 。 但 記 住 ， 你 不 能 在 裝 彈 時 移 動 。 ^當 你 覺 得 自 己 已 經 掌 握 射 擊 的 技 巧 時 ， 你 就 可 以 移 動 到 在 左 邊 箭 頭 所 指 的 下 一 區 域 。 
str_tutorial_info_7|在 戰 場 上 ， 有 時 候 必 須 單 槍 匹 馬 地 跟 法 國 佬 進 行 肉 搏 戰 ， 這 就 是 你 的 火 槍 上 會 配 有 刺 刀 的 緣 故 。 但 是 你 的 火 槍 還 處 於 “ 遠 程 模 式 ” ； 你 需 要 切 換 到 “ 近 戰 模 式 ” 。 切 換 兩 種 模 式 直 接 的 默 認 按 鍵 是 “ X” 。 現 在 請 按 下 去 吧 。 ^
str_tutorial_info_8|做 得 好 。 你 現 在 已 處 於 近 戰 模 式 並 準 備 用 手 上 的 刺 刀 向 那 些 假 人 發 起 沖 鋒 。 但 是 在 你 這 麼 幹 之 前 ， 你 還 需 要 知 道 另 一 件 很 重 要 的 事 情 ！ 你 不 用 老 實 那 麼 站 著 ， 你 可 以 按 “ Z” 來 進 行 下 蹲 動 作 。 ^
str_tutorial_info_9|很 棒 ！ 你 現 在 已 經 蹲 下 了 。 由 於 你 仍 處 於 近 戰 模 式 ， 你 可 以 看 見 刺 刀 被 支 起 來 了 ， 這 可 以 有 效 地 對 付 敵 人 騎 兵 的 沖 擊 。 按 “ Z” 或 隻 是 按 移 動 鍵 就 可 以 讓 你 的 角 色 恢 復 站 立 姿 態 ， 現 在 站 起 來 繼 續 吧 。 
str_tutorial_info_10|接 下 來 的 項 目 是 攻 擊 與 防 御 。 按 住 滑 鼠 左 鍵 不 放 ， 並 移 動 滑 鼠 可 以 改 變 你 的 攻 擊 方 向 。 你 的 刺 刀 隻 有 兩 個 方 向 ： 上 或 下 。 其 他 武 器 可 能 會 有 不 同 的 攻 擊 方 向 。 比 如 劍 ， 會 有 四 個 攻 擊 方 向 ： 上 下 左 右 。 放 開 滑 鼠 左 鍵 來 進 行 攻 擊 。 防 御 也 差 不 多 一 個 意 思 ， 按 住 滑 鼠 右 鍵 ， 並 移 動 滑 鼠 可 以 改 變 格 擋 方 向 。 所 有 武 器 都 可 以 進 行 格 擋 ， 而 且 都 有 四 個 方 向 。 請 確 保 你 於 正 確 的 方 向 擋 住 對 手 的 攻 擊 ， 否 則 你 會 很 快 被 幹 掉 。 現 在 練 習 一 下 ， 用 你 的 刺 刀 把 這 裡 的 所 有 假 人 都 摧 毀 掉 吧 。 
str_tutorial_info_11|幹 得 好 ！ 
str_tutorial_info_12|現 在 你 已 經 完 全 掌 握 了 步 兵 戰 鬥 的 基 礎 要 領 ， 接 下 來 是 騎 兵 訓 練 。 你 得 到 了 一 些 相 當 上 乘 的 裝 備 和 一 匹 出 色 的 馬 。 走 近 並 對 準 馬 匹 ， 按 “ F” 上 馬 。 
str_tutorial_info_13|那 麼 你 已 經 騎 上 去 了 ？ 不 錯 。 在 騎 乘 時 持 續 按 住 WASD來 移 動 ， 但 與 基 本 的 移 動 方 式 略 有 不 同 ： “ W” 是 加 速 ， “ S” 是 減 速 ， “ A” 和 “ D” 是 讓 你 的 馬 匹 轉 向 。 你 可 以 通 過 移 動 滑 鼠 來 四 處 觀 察 ， 但 這 樣 做 並 不 會 讓 馬 匹 轉 向 。 現 在 就 移 動 到 箭 頭 所 指 的 位 置 吧 。 
str_tutorial_info_14|不 可 思 議 ！ 現 在 讓 你 的 馬 停 下 來 ， 該 是 時 候 試 試 馬 上 射 擊 了 。 看 見 了 遠 處 的 標 靶 了 嗎 ？ 在 馬 背 上 射 擊 與 在 地 上 射 擊 沒 什 麼 不 同 ， 因 此 利 用 你 已 經 學 會 的 技 巧 來 擊 中 其 中 一 個 目 標 吧 。 
str_tutorial_info_15|太 不 走 運 了 ！ 你 打 偏 了 ！ 別 氣 餒 ， 你 可 以 裝 彈 並 重 試 ， 就 像 之 前 一 樣 。 但 記 住 ， 裝 彈 時 不 可 移 動 的 規 則 同 樣 適 用 於 馬 背 上 ， 裝 彈 完 畢 后 你 可 以 再 次 嘗 試 。 
str_tutorial_info_16|你 辦 到 了 ！ 你 如 果 樂 意 的 話 可 以 繼 續 練 習 。 當 你 準 備 好 以 后 ， 我 們 將 會 去 嘗 試 馬 背 戰 鬥 的 樂 趣 ！ 你 需 要 向 上 滾 動 你 的 滑 鼠 輪 來 切 換 近 戰 武 器 ， 而 你 的 近 戰 武 器 是 一 把 劍 。 
str_tutorial_info_17|太 棒 了 ！ 你 樂 意 的 話 可 以 繼 續 射 擊 。 但 記 住 ， 裝 彈 時 不 可 移 動 的 規 則 同 樣 適 用 於 馬 背 上 ^^當 你 準 備 好 以 后 ， 我 們 將 會 去 嘗 試 馬 背 戰 鬥 的 樂 趣 ！ 你 需 要 向 上 滾 動 你 的 滑 鼠 輪 來 切 換 近 戰 武 器 ， 而 你 的 近 戰 武 器 是 一 把 劍 。 
str_tutorial_info_18|就 像 射 擊 ， 馬 背 格 鬥 也 跟 在 地 上 格 鬥 一 個 道 理 。 那 麼 就 一 路 策 馬 ， 一 路 把 假 人 擊 倒 吧 。 試 著 在 攻 擊 它 們 時 保 持 運 動 ， 因 為 靜 止 會 消 除 你 在 速 度 和 機 動 性 上 的 優 勢 。 如 果 你 算 好 時 機 出 擊 的 話 ， 那 個 可 憐 虫 會 連 自 己 是 怎 麼 死 的 都 不 知 道 。 
str_tutorial_info_19|精 彩 ！ 你 已 經 掌 握 了 騎 兵 戰 鬥 中 最 重 要 的 部 分 。 
str_tutorial_info_20|到 最 后 了 ！ 是 時 候 進 行 炮 兵 訓 練 了 。 走 進 加 農 炮 並 從 箱 子 裡 取 出 彈 藥 ， 有 三 種 主 要 的 炮 彈 ： 實 心 彈 由 一 組 鐵 球 組 成 ， 對 建 筑 物 有 奇 效 ； 霰 彈 會 釋 放 出 大 量 鐵 珠 ， 對 加 農 炮 前 的 敵 人 造 成 嚴 重 傷 害 ， 但 對 於 遠 距 離 目 標 相 當 無 力 ； 榴 彈 對 敵 人 部 隊 極 其 有 效 ， 因 為 它 會 向 四 面 八 方 炸 出 大 量 金 屬 碎 片 ， 但 榴 彈 並 不 適 用 於 標 準 的 加 農 炮 。 
str_tutorial_info_21|請 對 準 加 農 炮 前 方 ， 當 你 看 見 “ 放 入 彈 藥 ” 時 ， 按 住 F把 彈 藥 塞 進 炮 管 直 到 動 作 完 成 。 
str_tutorial_info_22|現 在 你 需 要 使 用 你 的 推 彈 杆 為 大 炮 上 膛 ， 與 上 一 步 一 樣 ， 按 住 F直 到 動 作 完 成 。 
str_tutorial_info_23|在 你 發 射 之 前 ， 你 必 須 把 加 農 炮 往 前 推 到 開 炮 位 置 ， 按 住 F直 到 動 作 完 成 。 
str_tutorial_info_24|最 后 ， 對 準 炮 管 后 方 ， 你 能 看 見 “ 控 制 大 炮 ” ， 按 住 F直 到 動 作 完 成 。 
str_tutorial_info_25|現 在 你 可 以 隨 時 發 射 了 ！ 利 用 滑 鼠 進 行 瞄 準 ， 按 下 滑 鼠 左 鍵 發 射 大 炮 ， 按 下 滑 鼠 右 鍵 可 以 退 出 控 制 。 但 現 在 請 你 按 下 滑 鼠 左 鍵 ， 來 一 發 吧 ！ 
str_tutorial_info_26|現 在 已 經 是 教 程 的 尾 聲 了 。 你 已 經 掌 握 了 所 有 在 騎 馬 與 砍 殺 ： 拿 破 侖 戰 爭 中 的 基 本 戰 鬥 技 能 ！ 當 你 準 備 好 以 后 ， 可 以 按 下 TAB鍵 離 開 教 程 了 。 先 生 ， 希 望 你 在 戰 場 上 走 運 吧 ！ 現 在 ， 解 散 ， 去 享 受 下 午 茶 和 鬆 脆 餅 吧 ！ 
str_vienna_1|板 條 箱 清 除 ： {reg0}/{reg1}
str_austerlitz_1_1|擊 敗 波 數 ： {reg0}/{reg1}
str_dresden_1_1|擊 敗 攻 擊 者 次 數 ： {reg0}/{reg1}
str_dresden_1_2|擊 敗 波 數 ： {reg0}/{reg1}
str_dresden_2_1|方 陣 被 毀 ： {reg0}/{reg1}
str_dresden_2_2|線 列 被 毀 ： {reg0}/{reg1}
str_cutscene_vienna_1|多 瑙 河 ， 歐 洲 的 第 二 長 河 ， 將 奧 地 利 帝 國 分 為 兩 部 分 。 ^烏 爾 姆 會 戰 失 敗 后 ， 奧 地 利 軍 隊 從 流 經 維 也 納 的 多 瑙 河 過 河 撤 退 。 
str_cutscene_vienna_2|然 而 法 軍 的 先 遣 部 隊 就 在 不 遠 的 后 方 ^其 他 所 有 的 橋 梁 都 被 破 壞 ， 所 以 通 過 維 也 納 對 法 軍 來 說 至 關 重 要 。 
str_cutscene_vienna_3|倘 若 奧 地 利 軍 隊 發 現 法 軍 試 圖 過 橋 ， 他 們 就 會 炸 毀 此 橋 。 ^如 果 橋 梁 被 毀 ， 法 軍 將 不 能 繼 續 追 趕 撤 退 的 聯 軍 ， 烏 爾 姆 的 勝 利 也 將 變 得 毫 無 意 義 。 
str_cutscene_vienna_4|因 此 法 國 將 軍 穆 拉 特 和 蘭 尼 斯 決 定 ； ^他 們 需 要 在 奧 地 利 軍 不 發 覺 的 情 況 下 過 橋 。 
str_cutscene_vienna_5|為 了 計 劃 成 功 ， 他 們 決 定 部 署 一 個 詭 計 ： ^穆 拉 特 和 蘭 尼 斯 將 試 圖 使 奧 地 利 人 相 信 停 火 協 議 已 經 簽 署 。 
str_cutscene_vienna_6|其 間 ， 你 必 須 悄 悄 的 清 理 橋 梁 以 便 法 軍 過 河 。 
str_cutscene_austerlitz_1_1|你 到 達 了 索 科 爾 尼 茲 村 附 近 的 戰 場 ^偵 察 兵 報 告 俄 軍 已 經 佔 領 了 村 莊 ， 而 你 將 奪 回 它 。 
str_cutscene_austerlitz_1_2|瞧 ！ 有 人 靠 近 了 ！ 
str_cutscene_austerlitz_1_3|信 使 ： 俄 軍 已 經 佔 領 了 村 莊 ， 奪 回 他 對 你 來 說 至 關 重 要 ！ 
str_cutscene_austerlitz_1_4|看 來 這 場 戰 鬥 比 我 們 想 象 的 更 近 。 ^好 吧 ， 從 俄 軍 手 上 奪 回 村 子 ！ 
str_cutscene_austerlitz_1_5|村 子 回 到 了 法 軍 的 控 制 ， 幹 得 好 ！ ^但 是 俄 軍 已 經 派 出 士 兵 來 奪 回 它 ， 確 保 他 們 不 會 成 功 。 
str_cutscene_austerlitz_1_6|援 軍 到 達 了 ！ 
str_cutscene_austerlitz_1_7|你 在 敵 軍 的 攻 擊 下 成 功 的 保 衛 了 村 莊 。 ^這 對 我 們 通 往 勝 利 的 有 重 大 的 幫 助 ！ 
str_cutscene_austerlitz_1_8|另 一 個 信 使 ！ 
str_cutscene_austerlitz_1_9|信 使 ： 將 軍 已 經 聽 說 了 你 佔 領 和 保 衛 村 莊 的 重 大 勝 利 ^你 最 好 去 親 自 告 訴 皇 帝 陛 下 這 些 好 消 息 ！ 
str_cutscene_dresden_1_1|德 累 斯 頓 城 ， 薩 克 森 的 首 府 。 ^該 城 遭 到 了 聯 軍 的 猛 烈 進 攻 ， 你 需 要 援 助 並 守 衛 它 。 
str_cutscene_dresden_1_2|俄 軍 已 經 佔 領 了 城 牆 而 且 大 量 的 俄 軍 正 在 準 備 攻 擊 城 門 。 ^你 的 任 務 就 是 ： 當 你 的 友 軍 去 守 城 門 時 ， 肅 清 城 牆 。 
str_cutscene_dresden_1_3|城 牆 暫 時 安 全 了 ， 但 城 市 的 威 脅 還 沒 有 解 除 。 ^你 城 門 處 的 友 軍 守 不 了 多 久 ， 你 需 要 支 援 他 們 ！ 
str_cutscene_dresden_1_4|第 一 波 進 攻 已 經 打 退 了 ， 但 敵 人 正 在 派 更 多 的 人 來 攻 擊 。 ^你 不 能 讓 他 們 再 次 通 過 城 門 ！ 
str_cutscene_dresden_1_5|俄 軍 的 攻 擊 線 越 來 越 薄 弱 了 ， 城 牆 上 的 壓 力 也 減 少 了 。 ^將 軍 分 派 了 一 些 人 來 支 援 你 。 
str_cutscene_dresden_1_6|攻 擊 停 下 來 了 ， 而 且 敵 人 陷 入 了 混 亂 。 ^利 用 這 個 機 會 出 擊 ， 將 敵 人 趕 出 這 個 城 市 ！ 
str_cutscene_dresden_2_1|雖 然 城 市 的 防 御 成 功 了 ， 但 郊 外 的 農 場 和 村 莊 仍 然 在 敵 人 的 手 中 ^你 的 命 令 就 是 從 奧 地 利 軍 隊 中 解 放 這 些 村 莊 。 
str_cutscene_dresden_2_2|但 要 做 到 這 一 點 ， 你 必 須 首 先 肅 清 在 開 闊 地 帶 的 奧 地 利 軍 。 ^探 子 報 告 在 你 的 前 方 有 一 支 四 個 連 隊 組 成 的 敵 軍 。 
str_cutscene_dresden_2_3|很 不 幸 他 們 已 經 發 現 了 你 的 龍 騎 兵 ， 組 成 了 方 陣 準 備 迎 戰 。 ^但 你 不 得 不 戰 ， 即 使 你 的 步 兵 和 炮 兵 還 在 遠 遠 的 后 方 ， 且 不 能 支 援 你 。 
str_cutscene_dresden_2_4|但 是 看 起 來 奧 地 利 軍 的 指 揮 官 離 他 的 軍 隊 太 遠 有 點 過 分 的 冒 險 ！ ^如 果 你 能 抓 住 他 ， 他 的 手 下 或 許 就 會 喪 失 鬥 志 ， 那 樣 戰 鬥 就 會 輕 鬆 多 了 … … 
str_cutscene_dresden_2_5|方 陣 被 擊 敗 了 ， 但 是 敵 人 仍 然 控 制 著 村 莊 。 ^是 時 候 攻 佔 它 了 。 
str_cutscene_dresden_2_6|真 幸 運 ！ 更 多 的 騎 兵 前 來 支 持 你 。 ^好 好 的 指 揮 他 們 ， 勝 利 將 會 屬 於 我 們 。 前 進 ！ 
